Exam_index_glob,SS_index_glob,r_KOP_glob,T_KOP_glob,m_KOP_glob,t0_KOP_glob,r2_KOP_glob,Chirp_SS_f3,Chirp_SS_f4,Chirp_SS_c3,Chirp_SS_c4,Chirp_SS_p3,Chirp_SS_p4,Chirp_SS_o1,Chirp_SS_o2,Chirp_SS_glob,Freq_SS_f3,Freq_SS_f4,Freq_SS_c3,Freq_SS_c4,Freq_SS_p3,Freq_SS_p4,Freq_SS_o1,Freq_SS_o2,Freq_SS_glob,Time_Prop_f3f4,Time_Prop_f3c3,Time_Prop_f3c4,Time_Prop_f3p3,Time_Prop_f3p4,Time_Prop_f3o1,Time_Prop_f3o2,Time_Prop_f4c3,Time_Prop_f4c4,Time_Prop_f4p3,Time_Prop_f4p4,Time_Prop_f4o1,Time_Prop_f4o2,Time_Prop_c3c4,Time_Prop_c3p3,Time_Prop_c3p4,Time_Prop_c3o1,Time_Prop_c3o2,Time_Prop_c4p3,Time_Prop_c4p4,Time_Prop_c4o1,Time_Prop_c4o2,Time_Prop_p3p4,Time_Prop_p3o1,Time_Prop_p3o2,Time_Prop_p4o1,Time_Prop_p4o2,Time_Prop_o1o2,Veloc_Prop_glob,Timeloc_Prop_glob,Envmax_Prop_f3,Envmax_Prop_f4,Envmax_Prop_c3,Envmax_Prop_c4,Envmax_Prop_p3,Envmax_Prop_p4,Envmax_Prop_o1,Envmax_Prop_o2,Durac_Prop_f3,Durac_Prop_f4,Durac_Prop_c3,Durac_Prop_c4,Durac_Prop_p3,Durac_Prop_p4,Durac_Prop_o1,Durac_Prop_o2,Durac_Prop_glob,Idurac_Prop_f3,Idurac_Prop_f4,Idurac_Prop_c3,Idurac_Prop_c4,Idurac_Prop_p3,Idurac_Prop_p4,Idurac_Prop_o1,Idurac_Prop_o2,Idurac_Prop_glob,Timemax_Prop_f3,Timemax_Prop_f4,Timemax_Prop_c3,Timemax_Prop_c4,Timemax_Prop_p3,Timemax_Prop_p4,Timemax_Prop_o1,Timemax_Prop_o2,Deltafrac_Freq_f3,Deltafrac_Freq_f4,Deltafrac_Freq_c3,Deltafrac_Freq_c4,Deltafrac_Freq_p3,Deltafrac_Freq_p4,Deltafrac_Freq_o1,Deltafrac_Freq_o2
80817,717,0.980712,0.045412512,0.80078292,2.1497872e-07,0.97365067,-1.5249,-1.1591,-1.4112,-0.75161,-1.2128,-0.82029,-1.0629,-0.89783,-1.1050788,12.5,12.5,12.5,14.5,13,14.5,13,14,13.3125,0.335938,0.11875,0.360156,0.114844,0.382031,0.100781,-0.0867187,-0.345313,0.0734375,-0.350781,0.111719,-0.380469,-0.398438,0.382031,0.0695313,0.417969,-0.0617188,-0.0945312,-0.390625,0.0742188,-0.415625,0.0875,-0.105469,-0.0585938,-0.0960938,0.0945312,0.0382813,-0.08125,0,13605.117,9.7159436,7.6460101,9.5872644,7.1547878,9.8783329,7.7946259,8.3822734,6.6806058,0.34185674,0.33183659,0.36296653,0.34701362,0.36530801,0.35127851,0.37283027,0.36412879,0.35465238,0.91015625,0.48828125,0.90625,0.4453125,0.36328125,0.44921875,0.34375,0.3125,0.52734375,13605.336,13605.008,13605.332,13604.937,13605.336,13604.867,13605.332,13605.406,0.17782463,0.20961267,0.1913508,0.21490396,0.2099402,0.20916107,0.24641398,0.23433332
80817,739,0.9219523,0.033181404,0.68851162,2.0553692e-10,0.97779527,-0.98074,-1.3903,-1.1209,-1.0597,-0.84755,-0.67245,-0.33111,0.27638,-0.76579625,12.5,12.5,12,12.5,12.5,12.5,12.5,15,12.75,0.405469,0.167187,0.335938,0.3,0.313281,0.361719,0.29375,0.738281,-1.40547,0.747656,-1.40547,0.773438,-1.40547,0.295312,0.123438,0.276562,0.342187,0.269531,-0.230469,0.817969,0.814844,0.764062,0.220312,0.0695313,0.232031,-0.117969,-0.078125,-0.114062,0,13852.039,9.6567061,2.2375499,8.0980394,2.9448987,7.6030503,3.5807628,4.9392453,3.4382315,0.32296405,0.42631299,0.32244655,0.39896773,0.32150902,0.3835489,0.34855292,0.34561754,0.35873996,0.81640625,0.53515625,0.75390625,0.4921875,0.70703125,0.51171875,0.38671875,0.55078125,0.59423828,13852.109,13851.707,13851.789,13851.703,13851.789,13851.781,13851.785,13851.781,0.29415918,0.25426533,0.29266211,0.26422809,0.26877665,0.30738732,0.25528152,0.34371981
80817,740,0.95471403,0.092150682,0.96644297,0.41127875,0.88419147,-0.40958,-0.36236,-0.083976,-0.35866,0.60675,-0.42076,0.34562,-1.4973,-0.27253325,12,12.5,12,12.5,13.5,12.5,13.5,12.5,12.625,-0.0742188,0.04375,-0.471875,-0.586719,-0.527344,-0.508594,-0.835156,0.06875,-0.417969,-0.182031,-0.453125,-0.378125,-0.813281,-0.458594,-0.582031,-0.483594,-0.460156,-0.825,-0.0976562,-0.402344,0.157031,-0.307812,-0.449219,-0.403125,-0.282031,0.450781,-0.325,-0.380469,0,13860.516,11.484287,12.393593,7.407083,7.1617047,4.7754404,5.0150668,3.0095559,2.6457389,0.37145221,0.34776925,0.39639408,0.3740407,0.41623865,0.38858941,0.40414843,0.44779156,0.39330304,0.48046875,0.9296875,0.5390625,0.6484375,0.62890625,0.77734375,0.7109375,0.625,0.66748047,13860.375,13860.371,13860.375,13860.371,13860.539,13860.614,13860.543,13860.149,0.31742519,0.30801262,0.33850432,0.37454019,0.3732816,0.35739026,0.39340849,0.38405176
80817,744,0.99530094,0.034350348,1.1350226,0.24900802,0.98317722,-0.29653,-0.40897,-0.077848,-0.27701,0.031582,-0.16584,-0.22164,-0.18476,-0.200127,15,14,15,14,14.5,14,14.5,14,14.375,0.177344,0.175,0.202344,0.214062,0.216406,0.207813,0.199219,-0.13125,-0.125781,0.139844,-0.138281,-0.198437,-0.232031,-0.146875,0.148438,0.144531,-0.1875,-0.246875,0.174219,-0.116406,-0.1875,-0.208594,-0.18125,-0.196094,-0.267188,-0.183594,-0.214844,-0.242969,0,16783.5,4.2442393,5.7335554,6.1959038,6.9681849,8.0082885,9.5475384,9.0716198,10.068115,0.37565319,0.33711704,0.36799611,0.33496645,0.35626851,0.34499836,0.36090486,0.37127035,0.35614686,0.7578125,0.80859375,0.796875,0.8046875,0.87890625,0.78515625,0.9921875,0.9375,0.84521484,16783.422,16783.211,16783.352,16783.211,16783.281,16783.215,16783.281,16783.285,0.21948678,0.23184486,0.20711156,0.24640297,0.24115941,0.24353936,0.24679205,0.25022418
80817,752,0.99253901,0.12580164,0.90690967,0.67078367,0.94676496,0.034576,-0.60917,0.0011916,-0.48416,-0.28985,0.34791,-0.27523,0.8338,-0.05511655,13,13,13,13,13,13,12.5,13,12.9375,0.553906,-0.303125,0.588281,-0.595313,0.566406,-0.407813,-0.491406,-0.738281,-0.753125,-0.8125,-0.810156,-1.79219,-0.88125,0.702344,-0.150781,0.663281,-0.213281,-0.253125,-0.75625,-0.775781,-1.79219,-0.864062,0.703125,0.595313,0.557031,-1.79219,-0.844531,1.79219,0,17593.469,11.165421,5.4204084,8.5783589,3.5702936,6.3589898,4.0683117,4.0586932,3.5563471,0.41053133,0.45494362,0.42661831,0.49968625,0.43589329,0.49667126,0.44668985,0.47428012,0.45566425,0.80859375,0.97265625,0.609375,0.58984375,0.4765625,0.44140625,0.4921875,0.36328125,0.59423828,17593.401,17593.108,17593.475,17593.393,17593.475,17593.471,17593.553,17593.553,0.24036774,0.24587766,0.20829691,0.30391333,0.27076282,0.3339755,0.33137185,0.32572804
80817,756,0.96872895,0.051573883,1.2893164,0.090722448,0.93861283,-0.22877,1.0247,-0.25559,0.92363,-0.47818,0.16701,-0.63977,-0.50346,0.00119625,14,15,14,14.5,13.5,13.5,13.5,13.5,13.9375,0.421094,-0.164844,0.242188,0.185156,0.2125,0.20625,0.217188,-0.449219,-0.297656,-0.505469,-0.285156,-0.355469,-0.28125,0.314063,0.196094,0.246094,0.229687,0.244531,-0.316406,-0.227344,-0.264844,-0.238281,0.242969,0.211719,0.2375,0.165625,-0.189844,-0.192188,0,17703.969,9.3354865,8.7391357,7.9537857,6.0569211,8.0052151,6.0730173,7.9326191,5.9844612,0.3131866,0.29062024,0.30456472,0.30487794,0.3226271,0.31315387,0.32999997,0.31457882,0.31170116,0.53515625,0.71484375,0.91015625,0.59765625,0.96484375,0.8125,0.95703125,0.796875,0.78613281,17703.86,17703.789,17703.785,17703.785,17703.715,17703.715,17703.715,17703.922,0.20973136,0.1931518,0.18200739,0.18549767,0.19279561,0.18901036,0.24988991,0.22973231
80817,767,1.0057739,0.29278583,0.80674973,0.21374735,0.94796592,-0.54268,-0.27043,-0.28493,0.13241,-0.37385,-0.20449,-0.53501,-0.48632,-0.3206625,14,14,14,14,13.5,14,13,13.5,13.75,-0.230469,-0.105469,-0.2375,-0.116406,-0.210156,-0.146875,-0.18125,0.219531,-0.105469,0.205469,0.090625,0.166406,0.120313,-0.224219,-0.0992187,-0.196875,-0.130469,-0.167187,0.210156,0.111719,0.172656,0.140625,-0.182812,-0.114062,-0.154688,0.147656,0.110156,-0.120313,0,17944.258,9.1058534,3.6880194,8.04819,3.2391403,7.2796913,4.6738726,5.6039659,4.2601205,0.19518732,0.26545917,0.18785666,0.2469664,0.18638197,0.23170901,0.19368625,0.22381,0.2163821,0.4921875,0.53515625,0.4921875,0.56640625,0.4765625,0.453125,0.46875,0.4609375,0.49316406,17944.272,17944.42,17944.272,17944.424,17944.272,17944.424,17944.346,17944.428,0.31579845,0.30704046,0.28439509,0.30001839,0.31883892,0.32795597,0.3475473,0.27488553
80817,768,0.98622775,0.013291299,0.80874011,1.9457163e-10,0.84245649,-0.72647,-0.31643,-0.83658,-0.5324,-0.81135,-0.78178,-0.54169,-0.28096,-0.6034575,13,13,13,14,15,14,15,14.5,13.9375,-0.164062,0.184375,-0.160938,0.235937,0.167187,0.267188,0.242188,0.2125,0.09375,0.272656,0.174219,0.289844,0.270313,-0.213281,0.199219,-0.179688,0.229687,0.20625,0.275781,0.160156,0.2875,0.270313,-0.247656,0.183594,0.15625,0.267969,0.244531,-0.186719,0,18004.141,9.5551769,7.7850471,8.1052614,6.2605016,6.7016202,5.931159,4.7977082,5.2961993,0.22394987,0.22315838,0.22447107,0.22958392,0.22082172,0.2381163,0.22587615,0.22940816,0.2269232,0.640625,0.6796875,0.63671875,0.68359375,0.71484375,0.703125,0.68359375,0.7421875,0.68554688,18004.069,18003.998,18004.065,18003.998,18004.065,18003.998,18004.065,18003.998,0.24858033,0.24488921,0.24536446,0.25092017,0.29382435,0.29857892,0.32899889,0.33551638
80817,776,0.96513133,0.074591931,0.52409717,0.25856388,0.98903277,-1.4497,-1.5613,-1.4828,-1.384,-1.3532,-0.66131,-1.1453,0.12092,-1.1145863,12.5,13,13,13.5,13,15.5,13,15.5,13.625,0.313281,0.139063,0.454688,0.214844,0.496875,0.335156,0.414844,-0.33125,0.357031,-0.289062,0.383594,0.220312,0.342969,0.482812,0.259375,0.535937,0.366406,0.425,-0.457813,0.0492187,-0.207813,-0.1,0.521875,0.348438,0.323437,-0.207031,-0.153906,0.161719,0,18078.344,11.788556,5.8915038,8.3333014,5.0822676,6.9483566,6.4052477,7.024389,6.3122589,0.31576798,0.33495251,0.35699877,0.37437682,0.3899654,0.39007436,0.40092521,0.37667351,0.36746682,0.6796875,0.90625,0.8046875,0.6171875,0.78125,0.53125,0.40234375,0.59375,0.66455078,18078.254,18078.246,18078.176,18077.938,18078.102,18077.938,18078.028,18077.938,0.25751121,0.3369041,0.22690037,0.31256073,0.24409075,0.30736575,0.23033661,0.22738394
80817,777,0.98441154,0.17965532,1.2348587,0.32842991,0.83808863,-0.64246,-1.0366,-0.21424,-1.1407,-0.21316,-1.3608,-0.38573,-1.1872,-0.77261125,12.5,12.5,12.5,12.5,12.5,12.5,12,12.5,12.4375,0.6125,0.439844,0.473438,0.457031,0.401562,0.482031,0.473438,-0.526563,-0.476562,-0.439063,-0.424219,-0.472656,-0.410156,0.398438,0.403125,0.388281,0.410156,0.425,-0.3875,-0.392969,-0.407813,-0.394531,-0.400781,0.403125,0.426563,0.398438,0.425,0.442188,0,18082.555,3.7512678,9.979341,3.6887412,6.5880029,3.7017714,6.0617984,3.3027396,3.7380925,0.4080247,0.38878578,0.3887261,0.37577444,0.38668237,0.36654905,0.41221643,0.40466615,0.39142813,1.2890625,1.1757812,0.74609375,0.71484375,0.68359375,0.7265625,0.65234375,0.69921875,0.8359375,18082.543,18082.469,18082.707,18082.469,18082.387,18082.395,18082.711,18082.715,0.34468953,0.2555701,0.31426515,0.27617697,0.34284693,0.28754621,0.32656758,0.28435164
